"data_Persona","data_productividad_per","data_Tcamp","data_sumCOD","data_sumHRSLB","data_GRADO2","data_sum_variedad_total_AL","data_sum_variedad_total_CC","data_sum_variedad_total_CP","data_sum_variedad_total_JS","data_sum_variedad_total_MG","data_sum_variedad_total_RG","data_sum_variedad_total_SG","data_sum_variedad_total_TC","data_sum_variedad_total_TM","data_sum_variedad_total_VN","data_sum_aux_bono_total","data_sum_hora_extra","data_n_lote","data_n_fundo","data_T_RangoEdad","data_Testado_civil","data_Tsexo","data_T_numero_hijos","data_dias_empresa","data_Tedad","data_numero_hijos","data_pobreza","data_n_variedad","data_veces","data_DEUDA_PROM_U6M","data_PEOR_CALIF_U6M","data_MODA_CALIF_U6M","data_NRO_ENT_PROM_U6M","data_TIPCRE_UM","data_DIAS_ATRASO_PROM_U6M","data_BANCARIZADO","data_distancia","data_import_unico","data_total","data_bono_produc","data_otros_bono","dummies_Tsexo_Mujer","sede_cod","data_numero_asistentes","data_asistente_mediana_Tedad","data_asistente_mediana_numero_hijos","data_asistente_dias_empresa","cluster"
87763,19.2838427947598,20,1104,57.25,"SECUNDARIA IMCOMPLETA",0,0,0,0,62.19,0,196.64,0,0,0,0,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",25,39,0,31.4120376902147,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,23.654119712047,258.83,258.83,0,0,1,"Piura",4,24.5,0,375.5,4
87764,21.5411255411255,20,2488,115.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,522.14,0,0,0,0,0,3,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",25,34,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,864.041175601481,522.14,522.14,0,0,0,"Piura",3,24,1,381,2
87765,32.4306784660767,20,5497,169.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,781.22,0,0,0,3.33,0,4,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",316,28,1,37.8,1,1,1894.46,"0.NORMAL","0.NORMAL",1.33,"CONSUMO NO REVOLVENTE",0,1,13.014041099143,777.89,781.22,3.33,0,1,"Piura",4,24.5,0,391.5,2
87766,8.53333333333333,20,576,67.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,305.34,0,0,0,0,0,2,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",25,25,1,24.6,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,12.5339718452009,305.34,305.34,0,0,1,"Piura",3,26,0,360,4
87767,10,20,35,3.5,NA,0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,21,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,15.74,15.74,0,0,1,"Piura",1,48,1,444,4
87768,12.4466019417476,20,641,51.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,232.81,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,26,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,232.81,232.81,0,0,0,"Piura",1,26,0,444,4
87769,10,20,35,3.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",25,47,0,24.6,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,12.5339718452009,15.74,15.74,0,0,0,"Piura",1,29,1,346,4
87770,2.85714285714286,20,10,3.5,"SUPERIOR - TECNICO",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",25,44,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,15.74,15.74,0,0,1,"Piura",1,48,1,444,4
87771,21.0344827586207,20,915,43.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,196.53,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,30,0,31.4120376902147,1,1,1361.5,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,23.5000584308055,196.53,196.53,0,0,1,"Piura",2,23.5,0.5,346,4
87772,33.7497456765005,20,8294,245.75,"SECUNDARIA COMPLETA",0,0,0,0,550.08,0,675.94,0,0,0,0,0,10,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",316,37,2,31.4120376902147,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,NA,1226.02,1226.02,0,0,1,"Piura",6,26.5,0.5,380,2
87773,9.43859649122807,20,269,28.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,128.78,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",6,26,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,23.5000584308055,128.78,128.78,0,0,1,"Piura",2,26.5,1,533,4
87774,3.71428571428571,20,13,3.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",25,34,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,12.5339718452009,15.74,15.74,0,0,0,"Piura",1,24,2,381,4
87775,8.57142857142857,20,30,3.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",25,37,0,31.4120376902147,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,NA,15.74,15.74,0,0,0,"Piura",1,26,0,444,4
87776,25.3663060278207,20,4103,161.75,NA,0,0,0,0,0,0,742.84,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",316,19,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,742.84,742.84,0,0,0,"Piura",3,26,2,444,2
87777,24.1354166666667,20,2317,96,NA,0,0,0,0,0,0,434.14,0,0,0,0,0,3,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",25,19,1,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,434.14,434.14,0,0,1,"Piura",2,22,0,270.5,4
87778,7.04347826086957,20,81,11.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,52.02,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,25,0,31.4120376902147,1,1,1188.76,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",1.83,1,NA,52.02,52.02,0,0,1,"Piura",1,18,0,97,4
87779,27.8853046594982,20,3890,139.5,NA,0,0,0,0,0,0,630.98,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,19,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,630.98,630.98,0,0,0,"Piura",2,22,0,270.5,2
87780,10,20,35,3.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,24,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,177.135608611203,15.74,15.74,0,0,0,"Piura",1,48,1,444,4
87781,20.0672268907563,20,1194,59.5,"PRIMARIA INCOMPLETA",0,0,0,0,0,0,269.1,0,0,0,0,0,1,1,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Mujer","sin hijos",25,40,0,26.95,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,809.279645422571,269.1,269.1,0,0,1,"Piura",2,23.5,0.5,346,4
87782,29.8371501272265,20,5863,196.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,779.22,0,0,131.06,0,0,5,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",316,41,1,22.8,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,22.2454390945848,910.28,910.28,0,0,1,"Piura",4,NA,NA,NA,2
87783,8.16901408450704,20,290,35.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,160.56,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",25,32,0,37.8,1,1,1447.83,"4.EN PERDIDA","4.EN PERDIDA",1,"CONSUMO NO REVOLVENTE",1451.67,1,13.014041099143,160.56,160.56,0,0,1,"Piura",2,26.5,1,533,4
87784,28.528,20,5349,187.5,NA,0,0,0,0,153.66,0,675.97,0,40.71,0,0,0,8,3,"MENOR A 30","Soltero(a)","Hombre","sin hijos",316,20,0,31.4120376902147,3,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,870.34,870.34,0,0,0,"Piura",9,28,0,366,2
87785,16.5352112676056,20,587,35.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,160.56,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",25,43,2,37.8,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,NA,160.56,160.56,0,0,0,"Piura",2,23.5,0.5,346,4
87786,34.87841191067,20,7028,201.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,741.71,0,180.93,0,0,0,7,2,"MENOR A 30","Soltero(a)","Mujer","con hijos",316,28,1,31.4120376902147,2,1,4366.31,"2.DEFICIENTE","1.CPP",2,"CONSUMO NO REVOLVENTE",8.46,1,109.645617134432,922.64,922.64,0,0,1,"Piura",4,23,0.5,237,2
87787,26.5776031434185,20,3382,127.25,"SECUNDARIA COMPLETA",0,0,0,0,0,0,575.43,0,0,0,0,0,3,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",25,41,2,37.8,1,1,1286.17,"4.EN PERDIDA","4.EN PERDIDA",1,NA,147,1,867.69570242368,575.43,575.43,0,0,1,"Piura",2,22,0,270.5,2
87788,5.14285714285714,20,18,3.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,29,0,31.4120376902147,1,1,5534.19,"4.EN PERDIDA","4.EN PERDIDA",3,"CONSUMO NO REVOLVENTE",20.7,1,48.0004956624455,15.74,15.74,0,0,0,"Piura",1,18,0,97,4
87789,3.42857142857143,20,12,3.5,NA,0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,22,0,31.4120376902147,1,1,2418.5,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,NA,15.74,15.74,0,0,1,"Piura",1,24,2,381,4
87790,10,20,195,19.5,NA,0,0,0,0,0,0,88.3,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,21,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,88.3,88.3,0,0,0,"Piura",2,26.5,1.5,363.5,4
87791,25.6720720720721,20,3562,138.75,NA,0,0,0,0,0,0,636.61,0,0,0,1,0,4,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",316,23,1,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,635.61,636.61,1,0,0,"Piura",4,23.5,0.5,346,2
87792,10.4,20,286,27.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,124.28,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",25,23,1,31.4120376902147,1,1,4.64,"1.CPP","1.CPP",1,"CONSUMO REVOLVENTE",16,1,23.5000584308055,124.28,124.28,0,0,1,"Piura",2,21,1,239,4
87793,28.0222841225627,20,5030,179.5,"SECUNDARIA COMPLETA",0,0,0,0,78.35,0,748.51,0,0,0,0,0,5,2,"MENOR A 30","Soltero(a)","Hombre","con hijos",316,28,2,46.9,2,1,940.72,"3.DUDOSO","0.NORMAL",1,"CONSUMO NO REVOLVENTE",34.5,1,867.69570242368,826.86,826.86,0,0,0,"Piura",4,20.5,0,342.5,2
87794,16.2016806722689,20,964,59.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,269.13,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",316,24,0,46.9,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,31.5958084355601,269.13,269.13,0,0,0,"Piura",2,20.5,0,342.5,4
87795,23.9041916167665,20,1996,83.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,418.86,0,0,0,0,0,3,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",20,40,2,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,418.86,418.86,0,0,0,"Piura",2,22,0,270.5,4
87796,6.28571428571429,20,22,3.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,28,0,24.6,1,1,652.08,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",367,1,12.5339718452009,15.74,15.74,0,0,1,"Piura",1,24,2,381,4
87797,8.57142857142857,20,30,3.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,24,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,25.8103302072824,15.74,15.74,0,0,1,"Piura",1,24,2,381,4
87798,3.42857142857143,20,12,3.5,NA,0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,18,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,15.74,15.74,0,0,0,"Piura",1,24,2,381,4
87799,41.875,20,335,8,NA,0,0,0,0,0,36.15,0,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",316,18,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,36.15,36.15,0,0,1,"Piura",1,20,0,364,4
87800,11.6699029126214,20,601,51.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,232.89,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",316,27,2,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,13.014041099143,232.89,232.89,0,0,1,"Piura",3,23,0,346,4
87801,18.6909090909091,20,514,27.5,NA,0,0,0,0,0,0,124.28,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,18,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,124.28,124.28,0,0,0,"Piura",2,20.5,0,342.5,4
87802,7.71428571428571,20,27,3.5,NA,0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,19,0,31.4120376902147,1,1,560.15,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0.83,1,NA,15.74,15.74,0,0,1,"Piura",1,23,0,339,4
87803,10.368932038835,20,534,51.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,232.81,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",25,24,1,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,232.81,232.81,0,0,1,"Piura",2,27,0,402,4
87804,39.4455445544554,20,8964,227.25,NA,0,0,0,0,298.33,0,675.17,0,0,0,2.13,0,10,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",316,21,0,37.8,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,971.37,973.5,2.13,0,0,"Piura",5,23,0,346,2
87805,8.57142857142857,20,30,3.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,24,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,15.74,15.74,0,0,0,"Piura",1,23,0,339,4
87806,6.81481481481481,20,92,13.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,61.09,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,29,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,NA,61.09,61.09,0,0,1,"Piura",2,24.5,0,206.5,4
87807,13.2173913043478,20,152,11.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,51.99,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",26,35,1,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,12.5339718452009,51.99,51.99,0,0,0,"Piura",1,23,0,339,4
87808,21.8232558139535,20,2346,107.5,NA,0,0,0,0,0,0,486.17,0,0,0,0,0,3,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",25,18,1,31.4120376902147,1,1,904.33,"1.CPP","0.NORMAL",1,"MICROEMPRESAS",5,1,NA,486.17,486.17,0,0,1,"Piura",4,20.5,0,342.5,4
87809,45.36,20,12474,275,"SECUNDARIA IMCOMPLETA",0,0,0,0,445.25,0,748.53,0,0,0,3.28,0,10,2,"MENOR A 30","Soltero(a)","Hombre","con hijos",316,27,2,37.8,2,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,13.014041099143,1190.5,1193.78,3.28,0,0,"Piura",7,27,0,346,2
87813,37.8101265822785,20,2987,79,"PRIMARIA INCOMPLETA",0,0,0,0,31.64,36.19,301.74,0,0,0,0,0,5,3,"MENOR A 30","Soltero(a)","Hombre","sin hijos",25,24,0,24.6,3,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,12.5339718452009,369.57,369.57,0,0,0,"Piura",3,33,2,405,4
87815,37.5,20,300,8,"PRIMARIA COMPLETA",0,0,0,0,0,36.16,0,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",25,43,1,24.6,1,1,1146.5,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,12.5339718452009,36.16,36.16,0,0,1,"Piura",1,20,0,364,4
87816,61.4,20,307,5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,22.48,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,27,0,31.4120376902147,1,1,1893.16,"0.NORMAL","0.NORMAL",1.17,"CONSUMO NO REVOLVENTE",0.29,1,23.654119712047,22.48,22.48,0,0,0,"Piura",1,24,1,720,4
87817,46,20,230,5,NA,0,0,0,0,0,0,22.48,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,21,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,22.48,22.48,0,0,1,"Piura",1,24,1,720,4
87818,48,20,240,5,NA,0,0,0,0,0,0,22.48,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,22,0,31.4120376902147,1,1,888.14,"0.NORMAL","0.NORMAL",1.25,"MICROEMPRESAS",0,1,NA,22.48,22.48,0,0,1,"Piura",1,24,1,720,4
87819,2.85714285714286,20,5,1.75,NA,0,0,0,0,0,0,0,0,7.93,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,22,0,31.4120376902147,1,1,1032.58,"3.DUDOSO","0.NORMAL",1,"MICROEMPRESAS",19.83,1,NA,7.93,7.93,0,0,1,"Piura",1,30,2,69,4
87820,4.57142857142857,20,8,1.75,"PRIMARIA COMPLETA",0,0,0,0,0,0,0,0,7.91,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",24,33,1,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,48.0004956624455,7.91,7.91,0,0,0,"Piura",1,30,2,69,4
87821,3.42857142857143,20,6,1.75,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,7.91,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",24,30,1,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,48.0004956624455,7.91,7.91,0,0,1,"Piura",1,30,2,69,4
87822,3.42857142857143,20,6,1.75,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,7.92,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,27,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,48.0004956624455,7.92,7.92,0,0,0,"Piura",1,30,2,69,4
87823,1.14285714285714,20,2,1.75,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,7.91,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,23,0,31.4120376902147,1,1,9665.27,"0.NORMAL","0.NORMAL",1.67,"CONSUMO NO REVOLVENTE",0,1,48.0004956624455,7.91,7.91,0,0,0,"Piura",1,30,2,69,4
87824,3.42857142857143,20,6,1.75,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,7.92,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,23,0,31.4120376902147,1,1,50,"4.EN PERDIDA","4.EN PERDIDA",1,NA,175.5,1,48.0004956624455,7.92,7.92,0,0,0,"Piura",1,30,2,69,4
87825,2.28571428571429,20,4,1.75,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,7.92,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,26,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,48.0004956624455,7.92,7.92,0,0,0,"Piura",1,30,2,69,4
87828,106.689655172414,20,3094,29,"PRIMARIA COMPLETA",0,0,0,0,0,0,140.01,0,0,0,105.92,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",296,30,0,31.4120376902147,1,1,932.97,"2.DEFICIENTE","0.NORMAL",1.67,"MICROEMPRESAS",3.9,1,48.0004956624455,140.01,245.93,0,0,0,"Piura",1,27,2,310,4
87829,1.14285714285714,20,2,1.75,NA,0,0,0,0,0,0,0,0,7.92,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,19,0,31.4120376902147,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,7.92,7.92,0,0,0,"Piura",1,30,2,69,4
87832,71.1428571428571,20,249,3.5,"PRIMARIA COMPLETA",0,0,0,0,0,0,15.74,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",4,27,0,31.4120376902147,1,1,10889.97,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,48.0004956624455,15.74,15.74,0,0,0,"Piura",1,19,0,103,4
87833,1.14285714285714,20,2,1.75,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,8.02,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",24,34,0,31.4120376902147,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,48.0004956624455,8.02,8.02,0,0,1,"Piura",1,30,2,69,4
87834,9.75,20,78,8,"SECUNDARIA COMPLETA",0,0,0,0,0,0,36.28,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",24,34,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,23.5000584308055,36.28,36.28,0,0,0,"Piura",2,28.5,0.5,227,4
87835,30.6838709677419,20,4756,155,"PRIMARIA INCOMPLETA",0,0,0,0,0,0,700.99,0,0,0,0,0,4,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",25,34,1,55.35,1,1,1228.46,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,38.8288899442955,700.99,700.99,0,0,1,"Piura",4,29.5,0.5,219,2
87836,30.0516129032258,20,4658,155,NA,0,0,0,0,0,0,700.99,0,0,0,0,0,4,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",25,18,0,55.35,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,700.99,700.99,0,0,1,"Piura",4,29.5,0.5,219,2
87837,5.90909090909091,20,65,11,"SECUNDARIA COMPLETA",0,0,0,0,0,0,49.82,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",24,24,0,37.8,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,13.014041099143,49.82,49.82,0,0,0,"Piura",1,27,2,80,4
87839,3.33333333333333,20,10,3,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",24,30,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,12.5339718452009,13.49,13.49,0,0,1,"Piura",1,22,0,346,4
87840,5,20,15,3,"PRIMARIA COMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","sin hijos",24,34,0,31.4120376902147,1,1,0.03,"4.EN PERDIDA","4.EN PERDIDA",1,"CONSUMO REVOLVENTE",75.67,1,423.07466498848,13.49,13.49,0,0,0,"Piura",1,22,0,346,4
87841,5,20,15,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",1,28,0,37.8,1,1,5469.56,"0.NORMAL","0.NORMAL",1.83,"CONSUMO NO REVOLVENTE",0,1,170.117447556142,13.49,13.49,0,0,0,"Piura",1,22,0,346,4
87842,10.3620689655172,20,601,58,"PRIMARIA COMPLETA",0,0,0,0,67.91,0,194.44,0,0,0,0,0,2,2,"MENOR A 30","Soltero(a)","Hombre","sin hijos",9,25,0,37.8,2,1,12258.12,"4.EN PERDIDA","4.EN PERDIDA",3.33,"CONSUMO NO REVOLVENTE",41.8,1,48.0004956624455,262.35,262.35,0,0,0,"Piura",3,27,2,80,4
87843,6,20,18,3,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Casado(a)/conviviente/unionlibre","Mujer","sin hijos",4,28,0,37.8,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,93.8766375861126,13.49,13.49,0,0,1,"Piura",1,22,0,346,4
87844,40.4075829383886,20,8526,211,NA,0,0,0,0,0,0,699.5,0,267.24,0,0.39,0,8,2,"MENOR A 30","Soltero(a)","Mujer","sin hijos",315,19,0,24.6,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,966.35,966.74,0.39,0,1,"Piura",5,22,0,346,2
87845,37.7239583333333,20,7243,192,NA,0,0,0,0,0,0,699.49,0,180.93,0,0,0,7,2,"MENOR A 30","Soltero(a)","Mujer","sin hijos",315,21,0,31.4120376902147,2,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,880.42,880.42,0,0,1,"Piura",6,22.5,0,225,2
87846,4.66666666666667,20,14,3,"SECUNDARIA COMPLETA",0,0,0,0,0,0,13.49,0,0,0,0,0,1,1,"MENOR A 30","Soltero(a)","Mujer","sin hijos",2,28,0,24.6,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,12.5339718452009,13.49,13.49,0,0,1,"Piura",1,22,0,346,4
